LoRa Receiver
The values inside the EEPROM are : 
72 1 95 0 7 
147 146 72 1 95 0 8 
148 146 72 1 95 0 7 
149 146 72 1 95 0 7 
150 146 72 1 95 0 7 
151 146 72 1 95 0 7 
152 146 72 1 95 0 7 
153 146 72 1 95 0 7 
154 146 72 1 95 0 7 
155 146 72 1 95 0 7 
156 146 72 1 95 0 7 
157 146 72 1 87 0 6 
158 146 72 1 87 0 6 
159 146 72 1 86 0 6 
160 146 72 1 87 0 6 
161 146 72 1 87 0 6 
162 146 72 1 95 0 7 
163 146 72 1 87 0 6 
164 146 72 1 95 0 7 
165 146 72 1 95 0 7 
166 146 72 1 95 0 7 
167 146 72 1 87 0 6 
168 146 72 1 87 0 6 
169 146 72 1 87 0 6 
170 146 72 1 94 0 7 
171 146 72 1 95 0 7 
172 146 72 1 95 0 7 
173 146 72 1 95 0 7 
174 146 72 1 96 0 7 
175 146 72 1 95 0 7 
176 146 72 1 87 0 6 
177 146 72 1 95 0 7 
178 146 72 1 96 0 7 
179 146 72 1 84 0 5 
180 146 72 1 97 0 7 0 6 
35 35 71 1 84 0 5 
36 36 71 1 87 0 6 
37 37 71 1 87 0 6 
38 38 71 1 87 0 6 
39 39 71 1 87 0 6 
40 40 72 1 86 0 6 
41 41 72 1 95 0 8 
42 42 72 1 95 0 7 
43 43 72 1 94 0 7 
44 44 72 1 86 0 6 
45 45 72 1 95 0 7 
46 46 72 1 94 0 7 
47 47 72 1 95 0 8 
48 48 72 1 94 0 7 
49 49 72 1 94 0 7 
50 50 72 1 95 0 7 
51 51 72 1 95 0 7 
52 52 72 1 94 0 7 
53 53 72 1 95 0 7 
54 54 72 1 95 0 7 
55 55 72 1 95 0 7 
56 56 72 1 95 0 7 
57 57 72 1 86 0 6 
58 58 72 1 95 0 7 
59 59 72 1 95 0 7 
60 60 72 1 95 0 7 
61 61 72 1 95 0 8 
62 62 72 1 95 0 8 
63 63 72 1 94 0 7 
64 64 72 1 95 0 8 
65 65 72 1 95 0 8 
66 66 72 1 95 0 8 
67 67 72 1 95 0 8 
68 68 72 1 94 0 8 
69 69 72 1 95 0 8 
70 70 72 1 95 0 7 
71 71 72 1 95 0 8 
72 72 72 1 94 0 8 
73 73 72 1 86 0 7 
74 74 72 1 86 0 6 
75 75 72 1 95 0 7 
76 76 72 1 95 0 8 
77 77 72 1 86 0 7 
78 78 72 1 94 0 8 
79 79 72 1 95 0 7 
80 80 73 1 95 0 8 
81 81 73 1 95 0 8 
82 82 73 1 87 0 7 
83 83 73 1 96 0 8 
84 84 73 1 87 0 6 
85 85 73 1 87 0 6 
86 86 72 1 87 0 6 
87 87 72 1 87 0 7 
88 88 72 1 95 0 8 
89 89 72 1 95 0 8 
90 90 72 1 87 0 6 
91 91 72 1 84 0 6 
92 92 72 1 95 0 8 
93 93 72 1 87 0 6 
94 94 72 1 95 0 7 
95 95 72 1 87 0 6 
96 96 72 1 95 0 7 
97 97 72 1 87 0 6 
98 98 72 1 87 0 6 
99 99 72 1 84 0 6 
100 100 72 1 87 0 6 
101 101 72 1 95 0 7 
102 102 72 1 95 0 7 
103 103 72 1 95 0 7 
104 104 72 1 95 0 7 
105 105 72 1 95 0 7 
106 106 72 1 87 0 6 
107 107 72 1 95 0 7
108 108 72 1 84 0 5 
109 109 72 1 95 0 7 
110 110 72 1 95 0 7 
111 111 72 1 87 0 6 
112 112 72 1 87 0 6 
113 113 72 1 95 0 7 
114 114 72 1 95 0 7 
115 115 72 1 87 0 6 
116 116 72 1 84 0 5 
117 117 72 1 95 0 7 
118 118 72 1 95 0 8 
119 119 72 1 95 0 7 
120 120 72 1 95 0 7 
121 121 72 1 95 0 7 
122 122 72 1 95 0 7 
123 123 72 1 95 0 7 
124 124 72 1 95 0 8 
125 125 72 1 95 0 7 
126 126 72 1 95 0 7 
127 127 72 1 95 0 7 
128 128 72 1 95 0 7 
129 129 72 1 95 0 7 
130 130 72 1 95 0 7 
131 131 72 1 87 0 6 
132 132 72 1 95 0 7 
133 133 72 1 95 0 7 
134 134 72 1 95 0 7 
135 135 72 1 95 0 7 
136 136 72 1 86 0 6 
137 137 72 1 95 0 7 
138 138 72 1 95 0 7 
139 139 72 1 95 0 7 
140 140 72 1 95 0 7 
141 141 72 1 87 0 6 
142 142 72 1 95 0 7 
143 143 72 1 95 0 7 
144 144 72 1 95 0 7 
145 145 72 1 86 0 6 
146 146  
